"Orthogroup"	"human"	"mouse"	"monkey"
"h_OG0000285"	"ENSG00000068971"	"ENSMUSG00000024777"	"ENSMMUG00000041101"
"h_OG0000286"	"ENSG00000062524"	"ENSMUSG00000027297"	"ENSMMUG00000008170"
"h_OG0000287"	"ENSG00000135334"	"ENSMUSG00000028291"	"ENSMMUG00000002824"
"h_OG0000288"	"ENSG00000179476"	"ENSMUSG00000047227"	"ENSMMUG00000017677"
"h_OG0000289"	"ENSG00000151150"	"ENSMUSG00000069601"	"ENSMMUG00000003589"
"h_OG0000290"	"ENSG00000112144"	"ENSMUSG00000009828"	"ENSMMUG00000005344"
"h_OG0000291"	"ENSG00000187791"	"ENSMUSG00000050141"	"ENSMMUG00000014924"
"h_OG0000292"	"ENSG00000147459"	"ENSMUSG00000044447"	"ENSMMUG00000008028"
"h_OG0000293"	"ENSG00000136826"	"ENSMUSG00000003032"	"ENSMMUG00000006088"
"h_OG0000294"	"ENSG00000171757"	"ENSMUSG00000027702"	"ENSMMUG00000021879"
"h_OG0000295"	"ENSG00000031691"	"ENSMUSG00000023919"	"ENSMMUG00000048193"
"h_OG0000296"	"ENSG00000149735"	"ENSMUSG00000024784"	"ENSMMUG00000003976"
"h_OG0000297"	"ENSG00000203972"	"ENSMUSG00000091043"	"ENSMMUG00000046051"
"h_OG0000298"	"ENSG00000166501"	"ENSMUSG00000052889"	"ENSMMUG00000014271"
"h_OG0000299"	"ENSG00000132561"	"ENSMUSG00000022324"	"ENSMMUG00000020072"
"h_OG0000300"	"ENSG00000171509"	"ENSMUSG00000034009"	"ENSMMUG00000004647"
"h_OG0000301"	"ENSG00000133302"	"ENSMUSG00000021597"	"ENSMMUG00000001392"
"h_OG0000302"	"ENSG00000167139"	"ENSMUSG00000036244"	"ENSMMUG00000003642"
"h_OG0000303"	"ENSG00000156011"	"ENSMUSG00000030465"	"ENSMMUG00000016385"
"h_OG0000304"	"ENSG00000183963"	"ENSMUSG00000020439"	"ENSMMUG00000004675"
"h_OG0000305"	"ENSG00000112679"	"ENSMUSG00000069255"	"ENSMMUG00000018514"
"h_OG0000306"	"ENSG00000251322"	"ENSMUSG00000022623"	"ENSMMUG00000005588"
"h_OG0000307"	"ENSG00000127252"	"ENSMUSG00000022525"	"ENSMMUG00000008865"
"h_OG0000308"	"ENSG00000188162"	"ENSMUSG00000009487"	"ENSMMUG00000023586"
"h_OG0000309"	"ENSG00000189050"	"ENSMUSG00000020521"	"ENSMMUG00000009203"
"h_OG0000310"	"ENSG00000124177"	"ENSMUSG00000057133"	"ENSMMUG00000020458"
"h_OG0000311"	"ENSG00000106003"	"ENSMUSG00000029570"	"ENSMMUG00000016074"
"h_OG0000312"	"ENSG00000187527"	"ENSMUSG00000048939"	"ENSMMUG00000009760"
"h_OG0000313"	"ENSG00000159339"	"ENSMUSG00000025330"	"ENSMMUG00000032238"
"h_OG0000314"	"ENSG00000175471"	"ENSMUSG00000021596"	"ENSMMUG00000001397"
"h_OG0000315"	"ENSG00000138835"	"ENSMUSG00000059810"	"ENSMMUG00000007181"
"h_OG0000316"	"ENSG00000100311"	"ENSMUSG00000000489"	"ENSMMUG00000002739"
"h_OG0000317"	"ENSG00000114779"	"ENSMUSG00000042073"	"ENSMMUG00000019657"
"h_OG0000318"	"ENSG00000197381"	"ENSMUSG00000020262"	"ENSMMUG00000010695"
"h_OG0000319"	"ENSG00000165325"	"ENSMUSG00000039977"	"ENSMMUG00000006665"
"h_OG0000320"	"ENSG00000122733"	"ENSMUSG00000036062"	"ENSMMUG00000006927"
"h_OG0000321"	"ENSG00000198718"	"ENSMUSG00000035614"	"ENSMMUG00000010860"
"h_OG0000322"	"ENSG00000010322"	"ENSMUSG00000021910"	"ENSMMUG00000005619"
"h_OG0000323"	"ENSG00000205268"	"ENSMUSG00000069094"	"ENSMMUG00000011262"
"h_OG0000324"	"ENSG00000168070"	"ENSMUSG00000024786"	"ENSMMUG00000031163"
"h_OG0000325"	"ENSG00000081386"	"ENSMUSG00000055102"	"ENSMMUG00000013606"
"h_OG0000326"	"ENSG00000178394"	"ENSMUSG00000021721"	"ENSMMUG00000001789"
"h_OG0000327"	"ENSG00000101367"	"ENSMUSG00000027479"	"ENSMMUG00000040035"
"h_OG0000328"	"ENSG00000099917"	"ENSMUSG00000012114"	"ENSMMUG00000023263"
"h_OG0000329"	"ENSG00000047056"	"ENSMUSG00000021147"	"ENSMMUG00000017119"
"h_OG0000330"	"ENSG00000101282"	"ENSMUSG00000032852"	"ENSMMUG00000031223"
"h_OG0000331"	"ENSG00000149743"	"ENSMUSG00000047656"	"ENSMMUG00000012940"
"h_OG0000332"	"ENSG00000043514"	"ENSMUSG00000028653"	"ENSMMUG00000016220"
"h_OG0000333"	"ENSG00000100285"	"ENSMUSG00000020396"	"ENSMMUG00000005451"
"h_OG0000334"	"ENSG00000141837"	"ENSMUSG00000034656"	"ENSMMUG00000003555"
"h_OG0000335"	"ENSG00000171421"	"ENSMUSG00000021607"	"ENSMMUG00000004451"
"h_OG0000336"	"ENSG00000186073"	"ENSMUSG00000040282"	"ENSMMUG00000006837"
"h_OG0000337"	"ENSG00000008853"	"ENSMUSG00000022075"	"ENSMMUG00000007540"
"h_OG0000338"	"ENSG00000142627"	"ENSMUSG00000006445"	"ENSMMUG00000018245"
"h_OG0000339"	"ENSG00000179454"	"ENSMUSG00000020948"	"ENSMMUG00000017678"
"h_OG0000340"	"ENSG00000276747"	"ENSMUSG00000040935"	"ENSMMUG00000022437"
"h_OG0000341"	"ENSG00000007237"	"ENSMUSG00000033066"	"ENSMMUG00000018092"
"h_OG0000342"	"ENSG00000155875"	"ENSMUSG00000028492"	"ENSMMUG00000018394"
"h_OG0000343"	"ENSG00000168062"	"ENSMUSG00000039699"	"ENSMMUG00000006568"
"h_OG0000344"	"ENSG00000155229"	"ENSMUSG00000025159"	"ENSMMUG00000020030"
"h_OG0000345"	"ENSG00000178031"	"ENSMUSG00000066113"	"ENSMMUG00000044658"
"h_OG0000346"	"ENSG00000179051"	"ENSMUSG00000040945"	"ENSMMUG00000047630"
"h_OG0000347"	"ENSG00000171476"	"ENSMUSG00000059325"	"ENSMMUG00000017788"
"h_OG0000348"	"ENSG00000204913"	"ENSMUSG00000086545"	"ENSMMUG00000030047"
"h_OG0000349"	"ENSG00000185049"	"ENSMUSG00000029111"	"ENSMMUG00000009944"
"h_OG0000350"	"ENSG00000131899"	"ENSMUSG00000020536"	"ENSMMUG00000018353"
"h_OG0000351"	"ENSG00000104321"	"ENSMUSG00000032769"	"ENSMMUG00000010748"
"h_OG0000352"	"ENSG00000149781"	"ENSMUSG00000024965"	"ENSMMUG00000012939"
"h_OG0000353"	"ENSG00000167895"	"ENSMUSG00000050106"	"ENSMMUG00000011935"
"h_OG0000354"	"ENSG00000162456"	"ENSMUSG00000073774"	"ENSMMUG00000044038"
"h_OG0000355"	"ENSG00000103145"	"ENSMUSG00000023904"	"ENSMMUG00000007665"
"h_OG0000356"	"ENSG00000106689"	"ENSMUSG00000000247"	"ENSMMUG00000003671"
"h_OG0000357"	"ENSG00000198729"	"ENSMUSG00000040653"	"ENSMMUG00000022110"
"h_OG0000358"	"ENSG00000066855"	"ENSMUSG00000027601"	"ENSMMUG00000011263"
"h_OG0000359"	"ENSG00000104833"	"ENSMUSG00000062591"	"ENSMMUG00000014216"
"h_OG0000360"	"ENSG00000079277"	"ENSMUSG00000028708"	"ENSMMUG00000020162"
"h_OG0000361"	"ENSG00000165471"	"ENSMUSG00000024863"	"ENSMMUG00000046929"
"h_OG0000362"	"ENSG00000178860"	"ENSMUSG00000025930"	"ENSMMUG00000000947"
"h_OG0000363"	"ENSG00000141524"	"ENSMUSG00000025572"	"ENSMMUG00000011932"
"h_OG0000364"	"ENSG00000177731"	"ENSMUSG00000002812"	"ENSMMUG00000018355"
"h_OG0000365"	"ENSG00000133111"	"ENSMUSG00000036615"	"ENSMMUG00000009913"
"h_OG0000366"	"ENSG00000110025"	"ENSMUSG00000024787"	"ENSMMUG00000012320"
"h_OG0000367"	"ENSG00000149761"	"ENSMUSG00000037349"	"ENSMMUG00000012941"
"h_OG0000368"	"ENSG00000112304"	"ENSMUSG00000006717"	"ENSMMUG00000029939"
"h_OG0000369"	"ENSG00000004838"	"ENSMUSG00000010044"	"ENSMMUG00000007006"
"h_OG0000370"	"ENSG00000112308"	"ENSMUSG00000019132"	"ENSMMUG00000002682"
"h_OG0000371"	"ENSG00000124785"	"ENSMUSG00000039114"	"ENSMMUG00000010208"
"h_OG0000372"	"ENSG00000008516"	"ENSMUSG00000023903"	"ENSMMUG00000009483"
"h_OG0000373"	"ENSG00000164506"	"ENSMUSG00000019790"	"ENSMMUG00000017082"
"h_OG0000374"	"ENSG00000174226"	"ENSMUSG00000013611"	"ENSMMUG00000009952"
"h_OG0000375"	"ENSG00000103740"	"ENSMUSG00000032281"	"ENSMMUG00000011839"
"h_OG0000376"	"ENSG00000180822"	"ENSMUSG00000071451"	"ENSMMUG00000011031"
"h_OG0000377"	"ENSG00000213523"	"ENSMUSG00000006050"	"ENSMMUG00000001706"
"h_OG0000378"	"ENSG00000144736"	"ENSMUSG00000035378"	"ENSMMUG00000009571"
"h_OG0000379"	"ENSG00000110011"	"ENSMUSG00000024963"	"ENSMMUG00000012942"
"h_OG0000380"	"ENSG00000134020"	"ENSMUSG00000022085"	"ENSMMUG00000018345"
"h_OG0000381"	"ENSG00000137285"	"ENSMUSG00000045136"	"ENSMMUG00000023785"
"h_OG0000382"	"ENSG00000111644"	"ENSMUSG00000072770"	"ENSMMUG00000016983"
"h_OG0000383"	"ENSG00000221869"	"ENSMUSG00000071637"	"ENSMMUG00000013151"
"h_OG0000384"	"ENSG00000197261"	"ENSMUSG00000054951"	"ENSMMUG00000039015"
"h_OG0000385"	"ENSG00000131480"	"ENSMUSG00000078651"	"ENSMMUG00000001870"
"h_OG0000386"	"ENSG00000073849"	"ENSMUSG00000022885"	"ENSMMUG00000014905"
"h_OG0000387"	"ENSG00000250722"	"ENSMUSG00000064373"	"ENSMMUG00000030144"
"h_OG0000388"	"ENSG00000132109"	"ENSMUSG00000030966"	"ENSMMUG00000004974"
"h_OG0000389"	"ENSG00000137266"	"ENSMUSG00000038267"	"ENSMMUG00000001371"
"h_OG0000390"	"ENSG00000131652"	"ENSMUSG00000041319"	"ENSMMUG00000007666"
"h_OG0000391"	"ENSG00000118434"	"ENSMUSG00000028264"	"ENSMMUG00000004947"
"h_OG0000392"	"ENSG00000215187"	"ENSMUSG00000042788"	"ENSMMUG00000016314"
"h_OG0000393"	"ENSG00000173402"	"ENSMUSG00000039952"	"ENSMMUG00000004683"
"h_OG0000394"	"ENSG00000104413"	"ENSMUSG00000040728"	"ENSMMUG00000021112"
"h_OG0000395"	"ENSG00000167173"	"ENSMUSG00000032300"	"ENSMMUG00000008529"
"h_OG0000396"	"ENSG00000105677"	"ENSMUSG00000006315"	"ENSMMUG00000000841"
"h_OG0000397"	"ENSG00000183476"	"ENSMUSG00000046460"	"ENSMMUG00000042955"
"h_OG0000398"	"ENSG00000011376"	"ENSMUSG00000035202"	"ENSMMUG00000018020"
"h_OG0000399"	"ENSG00000175906"	"ENSMUSG00000034936"	"ENSMMUG00000021324"
"h_OG0000400"	"ENSG00000115257"	"ENSMUSG00000020131"	"ENSMMUG00000003056"
"h_OG0000401"	"ENSG00000131471"	"ENSMUSG00000019326"	"ENSMMUG00000001871"
"h_OG0000402"	"ENSG00000168301"	"ENSMUSG00000021752"	"ENSMMUG00000031896"
"h_OG0000403"	"ENSG00000186231"	"ENSMUSG00000040387"	"ENSMMUG00000005093"
"h_OG0000404"	"ENSG00000198853"	"ENSMUSG00000035969"	"ENSMMUG00000016313"
"h_OG0000405"	"ENSG00000042753"	"ENSMUSG00000008036"	"ENSMMUG00000000833"
"h_OG0000406"	"ENSG00000118432"	"ENSMUSG00000044288"	"ENSMMUG00000000763"
"h_OG0000407"	"ENSG00000128973"	"ENSMUSG00000032245"	"ENSMMUG00000011703"
"h_OG0000408"	"ENSG00000188039"	"ENSMUSG00000048148"	"ENSMMUG00000018503"
"h_OG0000409"	"ENSG00000078687"	"ENSMUSG00000025571"	"ENSMMUG00000011924"
"h_OG0000410"	"ENSG00000167114"	"ENSMUSG00000059316"	"ENSMMUG00000014148"
"h_OG0000411"	"ENSG00000184574"	"ENSMUSG00000067714"	"ENSMMUG00000017619"
"h_OG0000412"	"ENSG00000182185"	"ENSMUSG00000059060"	"ENSMMUG00000015873"
"h_OG0000413"	"ENSG00000184831"	"ENSMUSG00000079508"	"ENSMMUG00000016361"
"h_OG0000414"	"ENSG00000204482"	"ENSMUSG00000073412"	"ENSMMUG00000008853"
"h_OG0000415"	"ENSG00000009765"	"ENSMUSG00000019762"	"ENSMMUG00000010802"
"h_OG0000416"	"ENSG00000122378"	"ENSMUSG00000021792"	"ENSMMUG00000021773"
"h_OG0000417"	"ENSG00000154328"	"ENSMUSG00000035121"	"ENSMMUG00000019209"
"h_OG0000418"	"ENSG00000105679"	"ENSMUSG00000061099"	"ENSMMUG00000000837"
"h_OG0000419"	"ENSG00000099994"	"ENSMUSG00000006342"	"ENSMMUG00000020994"
"h_OG0000420"	"ENSG00000145555"	"ENSMUSG00000022272"	"ENSMMUG00000012672"
"h_OG0000421"	"ENSG00000197702"	"ENSMUSG00000030770"	"ENSMMUG00000020956"
"h_OG0000422"	"ENSG00000163629"	"ENSMUSG00000034573"	"ENSMMUG00000003726"
"h_OG0000423"	"ENSG00000125818"	"ENSMUSG00000032869"	"ENSMMUG00000004709"
"h_OG0000424"	"ENSG00000162069"	"ENSMUSG00000043782"	"ENSMMUG00000007667"
"h_OG0000425"	"ENSG00000164197"	"ENSMUSG00000021720"	"ENSMMUG00000021130"
"h_OG0000426"	"ENSG00000151365"	"ENSMUSG00000035686"	"ENSMMUG00000017470"
"h_OG0000427"	"ENSG00000105549"	"ENSMUSG00000020317"	"ENSMMUG00000028951"
"h_OG0000428"	"ENSG00000115504"	"ENSMUSG00000042302"	"ENSMMUG00000016668"
"h_OG0000429"	"ENSG00000151364"	"ENSMUSG00000051727"	"ENSMMUG00000017471"
"h_OG0000430"	"ENSG00000198865"	"ENSMUSG00000091119"	"ENSMMUG00000030145"
"h_OG0000431"	"ENSG00000164620"	"ENSMUSG00000044024"	"ENSMMUG00000012591"
"h_OG0000432"	"ENSG00000225921"	"ENSMUSG00000063200"	"ENSMMUG00000008681"
"h_OG0000433"	"ENSG00000164023"	"ENSMUSG00000050931"	"ENSMMUG00000017834"
"h_OG0000434"	"ENSG00000185736"	"ENSMUSG00000052551"	"ENSMMUG00000017120"
"h_OG0000435"	"ENSG00000115128"	"ENSMUSG00000037361"	"ENSMMUG00000001282"
"h_OG0000436"	"ENSG00000187098"	"ENSMUSG00000035158"	"ENSMMUG00000002100"
"h_OG0000437"	"ENSG00000197948"	"ENSMUSG00000038524"	"ENSMMUG00000012593"
"h_OG0000438"	"ENSG00000010017"	"ENSMUSG00000038546"	"ENSMMUG00000020122"
"h_OG0000439"	"ENSG00000136425"	"ENSMUSG00000037493"	"ENSMMUG00000049150"
"h_OG0000440"	"ENSG00000275410"	"ENSMUSG00000020679"	"ENSMMUG00000003431"
"h_OG0000441"	"ENSG00000125895"	"ENSMUSG00000044364"	"ENSMMUG00000004711"
"h_OG0000442"	"ENSG00000145494"	"ENSMUSG00000021606"	"ENSMMUG00000004447"
"h_OG0000443"	"ENSG00000154822"	"ENSMUSG00000038910"	"ENSMMUG00000023775"
"h_OG0000444"	"ENSG00000129038"	"ENSMUSG00000032334"	"ENSMMUG00000003638"
"h_OG0000445"	"ENSG00000170348"	"ENSMUSG00000021248"	"ENSMMUG00000015168"
"h_OG0000446"	"ENSG00000182310"	"ENSMUSG00000080316"	"ENSMMUG00000013053"
"h_OG0000447"	"ENSG00000092201"	"ENSMUSG00000035726"	"ENSMMUG00000015000"
"h_OG0000448"	"ENSG00000119638"	"ENSMUSG00000034290"	"ENSMMUG00000015166"
"h_OG0000449"	"ENSG00000204175"	"ENSMUSG00000071531"	"ENSMMUG00000013444"
"h_OG0000450"	"ENSG00000253293"	"ENSMUSG00000000938"	"ENSMMUG00000013459"
"h_OG0000451"	"ENSG00000103269"	"ENSMUSG00000025735"	"ENSMMUG00000001982"
"h_OG0000452"	"ENSG00000166479"	"ENSMUSG00000024614"	"ENSMMUG00000017728"
"h_OG0000453"	"ENSG00000107201"	"ENSMUSG00000040296"	"ENSMMUG00000012442"
"h_OG0000454"	"ENSG00000168959"	"ENSMUSG00000049583"	"ENSMMUG00000010184"
"h_OG0000455"	"ENSG00000116731"	"ENSMUSG00000057637"	"ENSMMUG00000017040"
"h_OG0000456"	"ENSG00000186532"	"ENSMUSG00000018809"	"ENSMMUG00000022195"
"h_OG0000457"	"ENSG00000105877"	"ENSMUSG00000018581"	"ENSMMUG00000022764"
"h_OG0000458"	"ENSG00000033800"	"ENSMUSG00000032405"	"ENSMMUG00000011699"
"h_OG0000459"	"ENSG00000181031"	"ENSMUSG00000020847"	"ENSMMUG00000038897"
"h_OG0000460"	"ENSG00000121871"	"ENSMUSG00000048304"	"ENSMMUG00000011050"
"h_OG0000461"	"ENSG00000180929"	"ENSMUSG00000091735"	"ENSMMUG00000022204"
"h_OG0000462"	"ENSG00000119938"	"ENSMUSG00000067279"	"ENSMMUG00000000242"
"h_OG0000463"	"ENSG00000131864"	"ENSMUSG00000051527"	"ENSMMUG00000012157"
"h_OG0000464"	"ENSG00000106009"	"ENSMUSG00000000148"	"ENSMMUG00000004087"
"h_OG0000465"	"ENSG00000137094"	"ENSMUSG00000036052"	"ENSMMUG00000022895"
"h_OG0000466"	"ENSG00000119640"	"ENSMUSG00000008822"	"ENSMMUG00000003126"
"h_OG0000467"	"ENSG00000142632"	"ENSMUSG00000028919"	"ENSMMUG00000014410"
"h_OG0000468"	"ENSG00000169738"	"ENSMUSG00000039450"	"ENSMMUG00000010896"
"h_OG0000469"	"ENSG00000119703"	"ENSMUSG00000045064"	"ENSMMUG00000015165"
"h_OG0000470"	"ENSG00000179134"	"ENSMUSG00000109336"	"ENSMMUG00000023802"
"h_OG0000471"	"ENSG00000119383"	"ENSMUSG00000039515"	"ENSMMUG00000002515"
"h_OG0000472"	"ENSG00000147437"	"ENSMUSG00000015812"	"ENSMMUG00000029018"
"h_OG0000473"	"ENSG00000129562"	"ENSMUSG00000022174"	"ENSMMUG00000000830"
"h_OG0000474"	"ENSG00000093009"	"ENSMUSG00000000028"	"ENSMMUG00000021904"
"h_OG0000475"	"ENSG00000148175"	"ENSMUSG00000026880"	"ENSMMUG00000013024"
"h_OG0000476"	"ENSG00000172890"	"ENSMUSG00000031090"	"ENSMMUG00000011977"
"h_OG0000477"	"ENSG00000141655"	"ENSMUSG00000026321"	"ENSMMUG00000002210"
"h_OG0000478"	"ENSG00000105088"	"ENSMUSG00000032172"	"ENSMMUG00000016596"
"h_OG0000479"	"ENSG00000157578"	"ENSMUSG00000045275"	"ENSMMUG00000010407"
"h_OG0000480"	"ENSG00000039123"	"ENSMUSG00000016018"	"ENSMMUG00000010379"
"h_OG0000481"	"ENSG00000160007"	"ENSMUSG00000058230"	"ENSMMUG00000011332"
"h_OG0000482"	"ENSG00000204161"	"ENSMUSG00000041707"	"ENSMMUG00000030590"
"h_OG0000483"	"ENSG00000139746"	"ENSMUSG00000022119"	"ENSMMUG00000007529"
"h_OG0000484"	"ENSG00000140526"	"ENSMUSG00000039202"	"ENSMMUG00000014414"
"h_OG0000485"	"ENSG00000138735"	"ENSMUSG00000053965"	"ENSMMUG00000007305"
"h_OG0000486"	"ENSG00000137656"	"ENSMUSG00000032077"	"ENSMMUG00000020002"
"h_OG0000487"	"ENSG00000160226"	"ENSMUSG00000020284"	"ENSMMUG00000004174"
"h_OG0000488"	"ENSG00000087586"	"ENSMUSG00000027496"	"ENSMMUG00000000070"
"h_OG0000489"	"ENSG00000149654"	"ENSMUSG00000053166"	"ENSMMUG00000004479"
"h_OG0000490"	"ENSG00000147601"	"ENSMUSG00000025925"	"ENSMMUG00000023208"
"h_OG0000491"	"ENSG00000078747"	"ENSMUSG00000027598"	"ENSMMUG00000012912"
"h_OG0000492"	"ENSG00000168917"	"ENSMUSG00000070287"	"ENSMMUG00000019360"
"h_OG0000493"	"ENSG00000072062"	"ENSMUSG00000005469"	"ENSMMUG00000014132"
"h_OG0000494"	"ENSG00000137770"	"ENSMUSG00000033411"	"ENSMMUG00000016742"
"h_OG0000495"	"ENSG00000006712"	"ENSMUSG00000003437"	"ENSMMUG00000005552"
"h_OG0000496"	"ENSG00000112077"	"ENSMUSG00000023926"	"ENSMMUG00000012079"
"h_OG0000497"	"ENSG00000110696"	"ENSMUSG00000030663"	"ENSMMUG00000017626"
"h_OG0000498"	"ENSG00000164649"	"ENSMUSG00000021175"	"ENSMMUG00000022766"
"h_OG0000499"	"ENSG00000074964"	"ENSMUSG00000040964"	"ENSMMUG00000010849"
"h_OG0000500"	"ENSG00000133789"	"ENSMUSG00000031015"	"ENSMMUG00000009204"
"h_OG0000501"	"ENSG00000244242"	"ENSMUSG00000045777"	"ENSMMUG00000003873"
"h_OG0000502"	"ENSG00000166002"	"ENSMUSG00000058173"	"ENSMMUG00000040519"
"h_OG0000503"	"ENSG00000198924"	"ENSMUSG00000025077"	"ENSMMUG00000016644"
"h_OG0000504"	"ENSG00000067113"	"ENSMUSG00000021759"	"ENSMMUG00000030099"
"h_OG0000505"	"ENSG00000110693"	"ENSMUSG00000051910"	"ENSMMUG00000002753"
"h_OG0000506"	"ENSG00000164764"	"ENSMUSG00000032719"	"ENSMMUG00000023210"
"h_OG0000507"	"ENSG00000006007"	"ENSMUSG00000033917"	"ENSMMUG00000013331"
"h_OG0000508"	"ENSG00000146872"	"ENSMUSG00000020694"	"ENSMMUG00000002166"
"h_OG0000509"	"ENSG00000175110"	"ENSMUSG00000032459"	"ENSMMUG00000003048"
"h_OG0000510"	"ENSG00000114491"	"ENSMUSG00000022814"	"ENSMMUG00000032009"
"h_OG0000511"	"ENSG00000152495"	"ENSMUSG00000038128"	"ENSMMUG00000011974"
"h_OG0000512"	"ENSG00000161980"	"ENSMUSG00000038628"	"ENSMMUG00000000586"
"h_OG0000513"	"ENSG00000182087"	"ENSMUSG00000013858"	"ENSMMUG00000013577"
"h_OG0000514"	"ENSG00000161981"	"ENSMUSG00000040767"	"ENSMMUG00000047475"
"h_OG0000515"	"ENSG00000172037"	"ENSMUSG00000052911"	"ENSMMUG00000002952"
"h_OG0000516"	"ENSG00000124299"	"ENSMUSG00000063931"	"ENSMMUG00000006128"
"h_OG0000517"	"ENSG00000064300"	"ENSMUSG00000000120"	"ENSMMUG00000014603"
"h_OG0000518"	"ENSG00000131482"	"ENSMUSG00000078650"	"ENSMMUG00000008087"
"h_OG0000519"	"ENSG00000182575"	"ENSMUSG00000046719"	"ENSMMUG00000003383"
"h_OG0000520"	"ENSG00000169933"	"ENSMUSG00000049176"	"ENSMMUG00000010252"
"h_OG0000521"	"ENSG00000141905"	"ENSMUSG00000055053"	"ENSMMUG00000003439"
"h_OG0000522"	"ENSG00000186479"	"ENSMUSG00000021719"	"ENSMMUG00000021131"
"h_OG0000523"	"ENSG00000165914"	"ENSMUSG00000033530"	"ENSMMUG00000000321"
"h_OG0000524"	"ENSG00000151332"	"ENSMUSG00000021028"	"ENSMMUG00000004856"
"h_OG0000525"	"ENSG00000149150"	"ENSMUSG00000027075"	"ENSMMUG00000010983"
"h_OG0000526"	"ENSG00000278311"	"ENSMUSG00000020530"	"ENSMMUG00000000618"
"h_OG0000527"	"ENSG00000136861"	"ENSMUSG00000039298"	"ENSMMUG00000023255"
"h_OG0000528"	"ENSG00000188306"	"ENSMUSG00000027703"	"ENSMMUG00000021884"
"h_OG0000529"	"ENSG00000122641"	"ENSMUSG00000041324"	"ENSMMUG00000044197"
"h_OG0000530"	"ENSG00000184432"	"ENSMUSG00000032458"	"ENSMMUG00000003051"
"h_OG0000531"	"ENSG00000149651"	"ENSMUSG00000017310"	"ENSMMUG00000018248"
"h_OG0000532"	"ENSG00000204536"	"ENSMUSG00000040312"	"ENSMMUG00000015679"
"h_OG0000533"	"ENSG00000163638"	"ENSMUSG00000030022"	"ENSMMUG00000000265"
"h_OG0000534"	"ENSG00000124491"	"ENSMUSG00000039109"	"ENSMMUG00000001248"
"h_OG0000535"	"ENSG00000116032"	"ENSMUSG00000035745"	"ENSMMUG00000048135"
"h_OG0000536"	"ENSG00000186453"	"ENSMUSG00000079177"	"ENSMMUG00000009407"
"h_OG0000537"	"ENSG00000148156"	"ENSMUSG00000070980"	"ENSMMUG00000019354"
"h_OG0000538"	"ENSG00000164061"	"ENSMUSG00000032589"	"ENSMMUG00000014537"
"h_OG0000539"	"ENSG00000152527"	"ENSMUSG00000040852"	"ENSMMUG00000008074"
"h_OG0000540"	"ENSG00000189337"	"ENSMUSG00000040606"	"ENSMMUG00000023070"
"h_OG0000541"	"ENSG00000171316"	"ENSMUSG00000041235"	"ENSMMUG00000011584"
"h_OG0000542"	"ENSG00000038532"	"ENSMUSG00000068663"	"ENSMMUG00000006515"
"h_OG0000543"	"ENSG00000157538"	"ENSMUSG00000022898"	"ENSMMUG00000006962"
"h_OG0000544"	"ENSG00000120697"	"ENSMUSG00000036632"	"ENSMMUG00000003585"
"h_OG0000545"	"ENSG00000196182"	"ENSMUSG00000042608"	"ENSMMUG00000016212"
"h_OG0000546"	"ENSG00000204315"	"ENSMUSG00000033739"	"ENSMMUG00000015230"
"h_OG0000547"	"ENSG00000108523"	"ENSMUSG00000040746"	"ENSMMUG00000002769"
"h_OG0000548"	"ENSG00000182093"	"ENSMUSG00000023147"	"ENSMMUG00000020654"
"h_OG0000549"	"ENSG00000165475"	"ENSMUSG00000021947"	"ENSMMUG00000004560"
"h_OG0000550"	"ENSG00000187003"	"ENSMUSG00000070979"	"ENSMMUG00000019355"
"h_OG0000551"	"ENSG00000174640"	"ENSMUSG00000032548"	"ENSMMUG00000012605"
"h_OG0000552"	"ENSG00000114200"	"ENSMUSG00000027792"	"ENSMMUG00000003742"
"h_OG0000553"	"ENSG00000176732"	"ENSMUSG00000020639"	"ENSMMUG00000009405"
"h_OG0000554"	"ENSG00000102710"	"ENSMUSG00000027751"	"ENSMMUG00000003590"
"h_OG0000555"	"ENSG00000141664"	"ENSMUSG00000038866"	"ENSMMUG00000004434"
"h_OG0000556"	"ENSG00000181963"	"ENSMUSG00000073973"	"ENSMMUG00000011203"
"h_OG0000557"	"ENSG00000171729"	"ENSMUSG00000040616"	"ENSMMUG00000006164"
"h_OG0000558"	"ENSG00000101850"	"ENSMUSG00000025333"	"ENSMMUG00000006192"
"h_OG0000559"	"ENSG00000166923"	"ENSMUSG00000074934"	"ENSMMUG00000001810"
"h_OG0000560"	"ENSG00000169762"	"ENSMUSG00000046985"	"ENSMMUG00000001747"
"h_OG0000561"	"ENSG00000204348"	"ENSMUSG00000040482"	"ENSMMUG00000000741"
"h_OG0000562"	"ENSG00000114248"	"ENSMUSG00000074653"	"ENSMMUG00000021889"
"h_OG0000563"	"ENSG00000109339"	"ENSMUSG00000046709"	"ENSMMUG00000008342"
"h_OG0000564"	"ENSG00000103227"	"ENSMUSG00000002279"	"ENSMMUG00000011133"
"h_OG0000565"	"ENSG00000128040"	"ENSMUSG00000053030"	"ENSMMUG00000040987"
"h_OG0000566"	"ENSG00000064932"	"ENSMUSG00000035673"	"ENSMMUG00000010886"
"h_OG0000567"	"ENSG00000168060"	"ENSMUSG00000054999"	"ENSMMUG00000012315"
"h_OG0000568"	"ENSG00000134644"	"ENSMUSG00000028580"	"ENSMMUG00000013520"
"h_OG0000569"	"ENSG00000158089"	"ENSMUSG00000024064"	"ENSMMUG00000003474"
